[11:11:28] PHOENIX launcher started — v0.1.0
[11:11:28] Python OK: 3.11.9 (main, Apr 19 2026, 02:58:43) [Clang 21.0.0 (clang-2100.0.123.102)]
[11:11:28] OS: Darwin 25.5.0 arm64
[11:11:28] Node.js: v26.5.0
[11:11:30] pip install: SUCCESS
[11:11:32] npm install: SUCCESS
[11:11:32] Backend: PID 67558 → /Users/umeshgupta/PhishScope AI/PhishScope AI2.0/logs/backend_2026-08-07_11-11.log
[11:52:34] Process PID 67558 died unexpectedly (code 3)
[11:52:39] Process PID 67558 died unexpectedly (code 3)
[11:52:44] Process PID 67558 died unexpectedly (code 3)
[11:52:49] Process PID 67558 died unexpectedly (code 3)
[11:52:54] Process PID 67558 died unexpectedly (code 3)
[11:52:59] Process PID 67558 died unexpectedly (code 3)
[11:53:04] Process PID 67558 died unexpectedly (code 3)
[11:53:09] Process PID 67558 died unexpectedly (code 3)
[11:53:14] Process PID 67558 died unexpectedly (code 3)
[11:53:19] Process PID 67558 died unexpectedly (code 3)
[11:53:24] Process PID 67558 died unexpectedly (code 3)
[11:53:29] Process PID 67558 died unexpectedly (code 3)
[11:53:34] Process PID 67558 died unexpectedly (code 3)
[11:53:39] Process PID 67558 died unexpectedly (code 3)
[11:53:44] Process PID 67558 died unexpectedly (code 3)
[11:53:49] Process PID 67558 died unexpectedly (code 3)
[11:53:54] Process PID 67558 died unexpectedly (code 3)
[11:53:59] Process PID 67558 died unexpectedly (code 3)
[11:54:04] Process PID 67558 died unexpectedly (code 3)
[11:54:09] Process PID 67558 died unexpectedly (code 3)
[11:54:14] Process PID 67558 died unexpectedly (code 3)
[11:54:19] Process PID 67558 died unexpectedly (code 3)
[11:54:24] Process PID 67558 died unexpectedly (code 3)
[11:54:29] Process PID 67558 died unexpectedly (code 3)
[11:54:34] Process PID 67558 died unexpectedly (code 3)
[11:54:39] Process PID 67558 died unexpectedly (code 3)
[11:54:44] Process PID 67558 died unexpectedly (code 3)
[11:54:49] Process PID 67558 died unexpectedly (code 3)
[11:54:54] Process PID 67558 died unexpectedly (code 3)
[11:54:59] Process PID 67558 died unexpectedly (code 3)
[11:55:04] Process PID 67558 died unexpectedly (code 3)
[11:55:09] Process PID 67558 died unexpectedly (code 3)
[11:55:14] Process PID 67558 died unexpectedly (code 3)
[11:55:19] Process PID 67558 died unexpectedly (code 3)
[11:55:24] Process PID 67558 died unexpectedly (code 3)
[11:55:29] Process PID 67558 died unexpectedly (code 3)
[11:55:34] Process PID 67558 died unexpectedly (code 3)
[11:55:39] Process PID 67558 died unexpectedly (code 3)
[11:55:44] Process PID 67558 died unexpectedly (code 3)
[11:55:49] Process PID 67558 died unexpectedly (code 3)
[11:55:54] Process PID 67558 died unexpectedly (code 3)
[11:55:59] Process PID 67558 died unexpectedly (code 3)
[11:56:04] Process PID 67558 died unexpectedly (code 3)
[11:56:09] Process PID 67558 died unexpectedly (code 3)
[11:56:14] Process PID 67558 died unexpectedly (code 3)
[11:56:19] Process PID 67558 died unexpectedly (code 3)
[11:56:24] Process PID 67558 died unexpectedly (code 3)
[11:56:29] Process PID 67558 died unexpectedly (code 3)
[11:56:34] Process PID 67558 died unexpectedly (code 3)
[11:56:39] Process PID 67558 died unexpectedly (code 3)
[11:56:44] Process PID 67558 died unexpectedly (code 3)
[11:56:49] Process PID 67558 died unexpectedly (code 3)
[11:56:54] Process PID 67558 died unexpectedly (code 3)
[11:56:59] Process PID 67558 died unexpectedly (code 3)
[11:57:04] Process PID 67558 died unexpectedly (code 3)
[11:57:09] Process PID 67558 died unexpectedly (code 3)
[11:57:14] Process PID 67558 died unexpectedly (code 3)
[11:57:19] Process PID 67558 died unexpectedly (code 3)
[11:57:24] Process PID 67558 died unexpectedly (code 3)
[11:57:29] Process PID 67558 died unexpectedly (code 3)
[11:57:34] Process PID 67558 died unexpectedly (code 3)
[11:57:39] Process PID 67558 died unexpectedly (code 3)
[11:57:44] Process PID 67558 died unexpectedly (code 3)
[11:57:49] Process PID 67558 died unexpectedly (code 3)
[11:57:54] Process PID 67558 died unexpectedly (code 3)
[11:57:59] Process PID 67558 died unexpectedly (code 3)
[11:58:04] Process PID 67558 died unexpectedly (code 3)
[11:58:09] Process PID 67558 died unexpectedly (code 3)
[11:58:14] Process PID 67558 died unexpectedly (code 3)
[11:58:19] Process PID 67558 died unexpectedly (code 3)
[11:58:24] Process PID 67558 died unexpectedly (code 3)
[11:58:29] Process PID 67558 died unexpectedly (code 3)
[11:58:34] Process PID 67558 died unexpectedly (code 3)
[11:58:39] Process PID 67558 died unexpectedly (code 3)
[11:58:44] Process PID 67558 died unexpectedly (code 3)
[11:58:49] Process PID 67558 died unexpectedly (code 3)
[11:58:54] Process PID 67558 died unexpectedly (code 3)
[11:58:59] Process PID 67558 died unexpectedly (code 3)
[11:59:04] Process PID 67558 died unexpectedly (code 3)
[11:59:09] Process PID 67558 died unexpectedly (code 3)
[11:59:14] Process PID 67558 died unexpectedly (code 3)
[11:59:19] Process PID 67558 died unexpectedly (code 3)
[11:59:24] Process PID 67558 died unexpectedly (code 3)
[11:59:29] Process PID 67558 died unexpectedly (code 3)
[11:59:34] Process PID 67558 died unexpectedly (code 3)
[11:59:39] Process PID 67558 died unexpectedly (code 3)
[11:59:44] Process PID 67558 died unexpectedly (code 3)
[11:59:49] Process PID 67558 died unexpectedly (code 3)
[11:59:54] Process PID 67558 died unexpectedly (code 3)
[11:59:59] Process PID 67558 died unexpectedly (code 3)
[12:00:04] Process PID 67558 died unexpectedly (code 3)
[12:00:09] Process PID 67558 died unexpectedly (code 3)
[12:00:14] Process PID 67558 died unexpectedly (code 3)
[12:00:19] Process PID 67558 died unexpectedly (code 3)
[12:00:24] Process PID 67558 died unexpectedly (code 3)
[12:00:29] Process PID 67558 died unexpectedly (code 3)
[12:00:34] Process PID 67558 died unexpectedly (code 3)
[12:00:39] Process PID 67558 died unexpectedly (code 3)
[12:00:44] Process PID 67558 died unexpectedly (code 3)
[12:00:49] Process PID 67558 died unexpectedly (code 3)
[12:00:54] Process PID 67558 died unexpectedly (code 3)
[12:00:59] Process PID 67558 died unexpectedly (code 3)
[12:01:04] Process PID 67558 died unexpectedly (code 3)
[12:01:09] Process PID 67558 died unexpectedly (code 3)
[12:01:14] Process PID 67558 died unexpectedly (code 3)
[12:01:19] Process PID 67558 died unexpectedly (code 3)
[12:01:24] Process PID 67558 died unexpectedly (code 3)
[12:01:29] Process PID 67558 died unexpectedly (code 3)
[12:01:34] Process PID 67558 died unexpectedly (code 3)
[12:01:39] Process PID 67558 died unexpectedly (code 3)
[12:01:44] Process PID 67558 died unexpectedly (code 3)
[12:01:49] Process PID 67558 died unexpectedly (code 3)
[12:01:54] Process PID 67558 died unexpectedly (code 3)
[12:01:59] Process PID 67558 died unexpectedly (code 3)
[12:02:04] Process PID 67558 died unexpectedly (code 3)
[12:02:09] Process PID 67558 died unexpectedly (code 3)
[12:02:14] Process PID 67558 died unexpectedly (code 3)
[12:02:19] Process PID 67558 died unexpectedly (code 3)
[12:02:24] Process PID 67558 died unexpectedly (code 3)
[12:02:29] Process PID 67558 died unexpectedly (code 3)
[12:02:34] Process PID 67558 died unexpectedly (code 3)
[12:02:39] Process PID 67558 died unexpectedly (code 3)
[12:02:44] Process PID 67558 died unexpectedly (code 3)
[12:02:49] Process PID 67558 died unexpectedly (code 3)
[12:02:54] Process PID 67558 died unexpectedly (code 3)
[12:03:00] Process PID 67558 died unexpectedly (code 3)
[12:03:05] Process PID 67558 died unexpectedly (code 3)
[12:03:10] Process PID 67558 died unexpectedly (code 3)
[12:03:15] Process PID 67558 died unexpectedly (code 3)
[12:03:20] Process PID 67558 died unexpectedly (code 3)
[12:03:25] Process PID 67558 died unexpectedly (code 3)
[12:03:30] Process PID 67558 died unexpectedly (code 3)
[12:03:35] Process PID 67558 died unexpectedly (code 3)
[12:03:40] Process PID 67558 died unexpectedly (code 3)
[12:03:45] Process PID 67558 died unexpectedly (code 3)
[12:03:50] Process PID 67558 died unexpectedly (code 3)
[12:03:55] Process PID 67558 died unexpectedly (code 3)
[12:04:00] Process PID 67558 died unexpectedly (code 3)
[12:04:05] Process PID 67558 died unexpectedly (code 3)
[12:04:10] Process PID 67558 died unexpectedly (code 3)
[12:04:15] Process PID 67558 died unexpectedly (code 3)
[12:04:20] Process PID 67558 died unexpectedly (code 3)
[12:04:25] Process PID 67558 died unexpectedly (code 3)
[12:04:30] Process PID 67558 died unexpectedly (code 3)
[12:04:35] Process PID 67558 died unexpectedly (code 3)
[12:04:40] Process PID 67558 died unexpectedly (code 3)
[12:19:43] Process PID 67558 died unexpectedly (code 3)
[12:19:48] Process PID 67558 died unexpectedly (code 3)
[12:19:53] Process PID 67558 died unexpectedly (code 3)
[12:19:58] Process PID 67558 died unexpectedly (code 3)
[12:20:03] Process PID 67558 died unexpectedly (code 3)
[12:20:08] Process PID 67558 died unexpectedly (code 3)
[12:20:13] Process PID 67558 died unexpectedly (code 3)
[12:20:18] Process PID 67558 died unexpectedly (code 3)
[12:20:23] Process PID 67558 died unexpectedly (code 3)
[12:20:28] Process PID 67558 died unexpectedly (code 3)
[12:20:33] Process PID 67558 died unexpectedly (code 3)
[12:20:38] Process PID 67558 died unexpectedly (code 3)
[12:20:43] Process PID 67558 died unexpectedly (code 3)
[12:20:48] Process PID 67558 died unexpectedly (code 3)
[12:20:53] Process PID 67558 died unexpectedly (code 3)
[12:20:58] Process PID 67558 died unexpectedly (code 3)
[12:21:03] Process PID 67558 died unexpectedly (code 3)
[12:21:08] Process PID 67558 died unexpectedly (code 3)
[12:21:13] Process PID 67558 died unexpectedly (code 3)
[12:21:18] Process PID 67558 died unexpectedly (code 3)
[12:21:23] Process PID 67558 died unexpectedly (code 3)
[12:21:28] Process PID 67558 died unexpectedly (code 3)
[12:21:33] Process PID 67558 died unexpectedly (code 3)
[12:21:38] Process PID 67558 died unexpectedly (code 3)
[12:21:43] Process PID 67558 died unexpectedly (code 3)
[12:21:48] Process PID 67558 died unexpectedly (code 3)
[12:21:53] Process PID 67558 died unexpectedly (code 3)
[12:21:58] Process PID 67558 died unexpectedly (code 3)
[12:22:03] Process PID 67558 died unexpectedly (code 3)
[12:22:08] Process PID 67558 died unexpectedly (code 3)
[12:22:13] Process PID 67558 died unexpectedly (code 3)
[12:22:18] Process PID 67558 died unexpectedly (code 3)
[12:22:23] Process PID 67558 died unexpectedly (code 3)
[12:22:28] Process PID 67558 died unexpectedly (code 3)
[12:22:33] Process PID 67558 died unexpectedly (code 3)
[12:22:38] Process PID 67558 died unexpectedly (code 3)
[12:37:41] Process PID 67558 died unexpectedly (code 3)
[12:37:46] Process PID 67558 died unexpectedly (code 3)
[12:37:51] Process PID 67558 died unexpectedly (code 3)
[12:37:56] Process PID 67558 died unexpectedly (code 3)
[12:38:01] Process PID 67558 died unexpectedly (code 3)
[12:38:06] Process PID 67558 died unexpectedly (code 3)
[12:38:11] Process PID 67558 died unexpectedly (code 3)
[12:38:16] Process PID 67558 died unexpectedly (code 3)
[12:38:21] Process PID 67558 died unexpectedly (code 3)
[12:38:26] Process PID 67558 died unexpectedly (code 3)
[12:38:31] Process PID 67558 died unexpectedly (code 3)
[12:38:36] Process PID 67558 died unexpectedly (code 3)
[12:38:41] Process PID 67558 died unexpectedly (code 3)
[12:38:46] Process PID 67558 died unexpectedly (code 3)
[12:38:51] Process PID 67558 died unexpectedly (code 3)
[12:38:56] Process PID 67558 died unexpectedly (code 3)
[12:39:01] Process PID 67558 died unexpectedly (code 3)
[12:39:06] Process PID 67558 died unexpectedly (code 3)
[12:39:11] Process PID 67558 died unexpectedly (code 3)
[12:39:16] Process PID 67558 died unexpectedly (code 3)
[12:39:21] Process PID 67558 died unexpectedly (code 3)
[12:39:26] Process PID 67558 died unexpectedly (code 3)
[12:39:31] Process PID 67558 died unexpectedly (code 3)
[12:39:36] Process PID 67558 died unexpectedly (code 3)
[12:39:41] Process PID 67558 died unexpectedly (code 3)
[12:39:46] Process PID 67558 died unexpectedly (code 3)
[12:39:51] Process PID 67558 died unexpectedly (code 3)
[12:39:56] Process PID 67558 died unexpectedly (code 3)
[12:40:01] Process PID 67558 died unexpectedly (code 3)
[12:40:06] Process PID 67558 died unexpectedly (code 3)
[12:40:11] Process PID 67558 died unexpectedly (code 3)
[12:40:16] Process PID 67558 died unexpectedly (code 3)
[12:40:21] Process PID 67558 died unexpectedly (code 3)
[12:40:26] Process PID 67558 died unexpectedly (code 3)
[12:40:31] Process PID 67558 died unexpectedly (code 3)
[12:40:36] Process PID 67558 died unexpectedly (code 3)
[12:40:41] Process PID 67558 died unexpectedly (code 3)
[12:40:46] Process PID 67558 died unexpectedly (code 3)
[12:40:51] Process PID 67558 died unexpectedly (code 3)
[12:40:56] Process PID 67558 died unexpectedly (code 3)
[12:41:01] Process PID 67558 died unexpectedly (code 3)
[12:41:06] Process PID 67558 died unexpectedly (code 3)
[12:41:11] Process PID 67558 died unexpectedly (code 3)
[12:41:16] Process PID 67558 died unexpectedly (code 3)
[12:41:21] Process PID 67558 died unexpectedly (code 3)
[12:41:26] Process PID 67558 died unexpectedly (code 3)
[12:41:31] Process PID 67558 died unexpectedly (code 3)
[12:41:36] Process PID 67558 died unexpectedly (code 3)
[12:41:41] Process PID 67558 died unexpectedly (code 3)
[12:41:46] Process PID 67558 died unexpectedly (code 3)
[12:41:51] Process PID 67558 died unexpectedly (code 3)
[12:41:56] Process PID 67558 died unexpectedly (code 3)
[12:42:01] Process PID 67558 died unexpectedly (code 3)
[12:42:06] Process PID 67558 died unexpectedly (code 3)
[12:42:11] Process PID 67558 died unexpectedly (code 3)
[12:42:16] Process PID 67558 died unexpectedly (code 3)
[12:42:21] Process PID 67558 died unexpectedly (code 3)
[12:42:26] Process PID 67558 died unexpectedly (code 3)
[12:42:31] Process PID 67558 died unexpectedly (code 3)
[12:42:36] Process PID 67558 died unexpectedly (code 3)
[12:42:41] Process PID 67558 died unexpectedly (code 3)
[12:42:46] Process PID 67558 died unexpectedly (code 3)
[12:42:51] Process PID 67558 died unexpectedly (code 3)
[12:42:56] Process PID 67558 died unexpectedly (code 3)
[12:43:01] Process PID 67558 died unexpectedly (code 3)
[12:43:06] Process PID 67558 died unexpectedly (code 3)
[12:43:11] Process PID 67558 died unexpectedly (code 3)
[12:43:16] Process PID 67558 died unexpectedly (code 3)
[12:43:21] Process PID 67558 died unexpectedly (code 3)
[12:43:26] Process PID 67558 died unexpectedly (code 3)
[12:43:31] Process PID 67558 died unexpectedly (code 3)
[12:43:36] Process PID 67558 died unexpectedly (code 3)
[12:43:41] Process PID 67558 died unexpectedly (code 3)
[12:43:46] Process PID 67558 died unexpectedly (code 3)
[12:43:51] Process PID 67558 died unexpectedly (code 3)
[12:43:56] Process PID 67558 died unexpectedly (code 3)
[12:44:01] Process PID 67558 died unexpectedly (code 3)
[12:44:06] Process PID 67558 died unexpectedly (code 3)
[12:44:11] Process PID 67558 died unexpectedly (code 3)
[12:44:16] Process PID 67558 died unexpectedly (code 3)
[12:44:21] Process PID 67558 died unexpectedly (code 3)
[12:44:26] Process PID 67558 died unexpectedly (code 3)
[12:44:31] Process PID 67558 died unexpectedly (code 3)
[12:44:36] Process PID 67558 died unexpectedly (code 3)
[12:44:41] Process PID 67558 died unexpectedly (code 3)
[12:44:46] Process PID 67558 died unexpectedly (code 3)
[12:44:51] Process PID 67558 died unexpectedly (code 3)
[12:44:56] Process PID 67558 died unexpectedly (code 3)
[12:45:01] Process PID 67558 died unexpectedly (code 3)
[12:45:06] Process PID 67558 died unexpectedly (code 3)
[12:45:11] Process PID 67558 died unexpectedly (code 3)
[12:45:16] Process PID 67558 died unexpectedly (code 3)
[12:45:21] Process PID 67558 died unexpectedly (code 3)
[12:45:26] Process PID 67558 died unexpectedly (code 3)
[12:45:31] Process PID 67558 died unexpectedly (code 3)
[12:45:36] Process PID 67558 died unexpectedly (code 3)
[12:45:41] Process PID 67558 died unexpectedly (code 3)
[12:45:46] Process PID 67558 died unexpectedly (code 3)
[12:45:51] Process PID 67558 died unexpectedly (code 3)
[12:45:56] Process PID 67558 died unexpectedly (code 3)
[12:46:01] Process PID 67558 died unexpectedly (code 3)
[12:46:06] Process PID 67558 died unexpectedly (code 3)
[12:46:11] Process PID 67558 died unexpectedly (code 3)
[12:46:16] Process PID 67558 died unexpectedly (code 3)
[12:46:21] Process PID 67558 died unexpectedly (code 3)
[12:46:26] Process PID 67558 died unexpectedly (code 3)
[12:46:31] Process PID 67558 died unexpectedly (code 3)
[12:46:36] Process PID 67558 died unexpectedly (code 3)
[12:46:42] Process PID 67558 died unexpectedly (code 3)
[12:46:47] Process PID 67558 died unexpectedly (code 3)
[12:46:52] Process PID 67558 died unexpectedly (code 3)
[12:46:57] Process PID 67558 died unexpectedly (code 3)
[12:47:02] Process PID 67558 died unexpectedly (code 3)
[12:47:07] Process PID 67558 died unexpectedly (code 3)
[12:47:12] Process PID 67558 died unexpectedly (code 3)
[12:47:17] Process PID 67558 died unexpectedly (code 3)
[12:47:22] Process PID 67558 died unexpectedly (code 3)
[12:47:27] Process PID 67558 died unexpectedly (code 3)
[12:47:32] Process PID 67558 died unexpectedly (code 3)
[12:47:37] Process PID 67558 died unexpectedly (code 3)
[12:47:42] Process PID 67558 died unexpectedly (code 3)
[12:47:47] Process PID 67558 died unexpectedly (code 3)
[12:47:52] Process PID 67558 died unexpectedly (code 3)
[12:47:57] Process PID 67558 died unexpectedly (code 3)
[12:48:02] Process PID 67558 died unexpectedly (code 3)
[12:48:07] Process PID 67558 died unexpectedly (code 3)
[12:48:12] Process PID 67558 died unexpectedly (code 3)
[12:48:17] Process PID 67558 died unexpectedly (code 3)
[12:48:22] Process PID 67558 died unexpectedly (code 3)
[12:48:27] Process PID 67558 died unexpectedly (code 3)
[12:48:32] Process PID 67558 died unexpectedly (code 3)
[12:48:37] Process PID 67558 died unexpectedly (code 3)
[12:48:42] Process PID 67558 died unexpectedly (code 3)
[12:48:47] Process PID 67558 died unexpectedly (code 3)
[12:48:52] Process PID 67558 died unexpectedly (code 3)
[12:48:57] Process PID 67558 died unexpectedly (code 3)
[12:49:02] Process PID 67558 died unexpectedly (code 3)
[12:49:07] Process PID 67558 died unexpectedly (code 3)
[12:49:12] Process PID 67558 died unexpectedly (code 3)
[12:49:17] Process PID 67558 died unexpectedly (code 3)
[12:49:22] Process PID 67558 died unexpectedly (code 3)
[12:49:27] Process PID 67558 died unexpectedly (code 3)
[12:49:32] Process PID 67558 died unexpectedly (code 3)
[12:49:37] Process PID 67558 died unexpectedly (code 3)
[12:49:42] Process PID 67558 died unexpectedly (code 3)
[12:49:47] Process PID 67558 died unexpectedly (code 3)
[12:49:52] Process PID 67558 died unexpectedly (code 3)
[12:49:57] Process PID 67558 died unexpectedly (code 3)
[12:50:02] Process PID 67558 died unexpectedly (code 3)
[12:50:07] Process PID 67558 died unexpectedly (code 3)
[12:50:12] Process PID 67558 died unexpectedly (code 3)
[12:50:17] Process PID 67558 died unexpectedly (code 3)
[12:50:22] Process PID 67558 died unexpectedly (code 3)
[12:50:27] Process PID 67558 died unexpectedly (code 3)
[12:50:32] Process PID 67558 died unexpectedly (code 3)
[12:50:37] Process PID 67558 died unexpectedly (code 3)
[12:50:42] Process PID 67558 died unexpectedly (code 3)
[12:50:47] Process PID 67558 died unexpectedly (code 3)
[12:50:52] Process PID 67558 died unexpectedly (code 3)
[12:50:57] Process PID 67558 died unexpectedly (code 3)
[12:51:02] Process PID 67558 died unexpectedly (code 3)
[12:51:07] Process PID 67558 died unexpectedly (code 3)
[12:51:12] Process PID 67558 died unexpectedly (code 3)
[12:51:17] Process PID 67558 died unexpectedly (code 3)
[12:51:22] Process PID 67558 died unexpectedly (code 3)
[12:51:27] Process PID 67558 died unexpectedly (code 3)
[12:51:32] Process PID 67558 died unexpectedly (code 3)
[12:51:37] Process PID 67558 died unexpectedly (code 3)
[12:51:42] Process PID 67558 died unexpectedly (code 3)
[12:51:47] Process PID 67558 died unexpectedly (code 3)
[12:51:52] Process PID 67558 died unexpectedly (code 3)
[12:51:57] Process PID 67558 died unexpectedly (code 3)
[12:52:02] Process PID 67558 died unexpectedly (code 3)
[12:52:07] Process PID 67558 died unexpectedly (code 3)
[12:52:12] Process PID 67558 died unexpectedly (code 3)
[12:52:17] Process PID 67558 died unexpectedly (code 3)
[12:52:22] Process PID 67558 died unexpectedly (code 3)
[12:52:27] Process PID 67558 died unexpectedly (code 3)
[12:52:32] Process PID 67558 died unexpectedly (code 3)
[12:52:37] Process PID 67558 died unexpectedly (code 3)
[12:52:42] Process PID 67558 died unexpectedly (code 3)
[12:52:47] Process PID 67558 died unexpectedly (code 3)
[12:52:52] Process PID 67558 died unexpectedly (code 3)
[12:52:57] Process PID 67558 died unexpectedly (code 3)
[12:53:02] Process PID 67558 died unexpectedly (code 3)
[12:53:07] Process PID 67558 died unexpectedly (code 3)
[12:53:12] Process PID 67558 died unexpectedly (code 3)
[12:53:17] Process PID 67558 died unexpectedly (code 3)
[12:53:22] Process PID 67558 died unexpectedly (code 3)
[12:53:27] Process PID 67558 died unexpectedly (code 3)
[12:53:32] Process PID 67558 died unexpectedly (code 3)
[12:53:37] Process PID 67558 died unexpectedly (code 3)
[12:53:42] Process PID 67558 died unexpectedly (code 3)
[12:53:47] Process PID 67558 died unexpectedly (code 3)
[12:53:52] Process PID 67558 died unexpectedly (code 3)
[12:53:57] Process PID 67558 died unexpectedly (code 3)
[12:54:02] Process PID 67558 died unexpectedly (code 3)
[12:54:07] Process PID 67558 died unexpectedly (code 3)
[12:54:12] Process PID 67558 died unexpectedly (code 3)
[12:54:17] Process PID 67558 died unexpectedly (code 3)
[12:54:22] Process PID 67558 died unexpectedly (code 3)
[12:54:27] Process PID 67558 died unexpectedly (code 3)
[12:54:32] Process PID 67558 died unexpectedly (code 3)
[12:54:37] Process PID 67558 died unexpectedly (code 3)
[12:54:42] Process PID 67558 died unexpectedly (code 3)
[12:54:47] Process PID 67558 died unexpectedly (code 3)
[12:54:52] Process PID 67558 died unexpectedly (code 3)
[12:54:57] Process PID 67558 died unexpectedly (code 3)
[12:55:02] Process PID 67558 died unexpectedly (code 3)
[12:55:07] Process PID 67558 died unexpectedly (code 3)
[12:55:12] Process PID 67558 died unexpectedly (code 3)
[12:55:17] Process PID 67558 died unexpectedly (code 3)
[12:55:22] Process PID 67558 died unexpectedly (code 3)
[12:55:27] Process PID 67558 died unexpectedly (code 3)
[12:55:32] Process PID 67558 died unexpectedly (code 3)
[12:55:37] Process PID 67558 died unexpectedly (code 3)
[12:55:42] Process PID 67558 died unexpectedly (code 3)
[12:55:47] Process PID 67558 died unexpectedly (code 3)
[12:55:52] Process PID 67558 died unexpectedly (code 3)
[12:55:57] Process PID 67558 died unexpectedly (code 3)
[12:56:02] Process PID 67558 died unexpectedly (code 3)
[12:56:07] Process PID 67558 died unexpectedly (code 3)
[12:56:12] Process PID 67558 died unexpectedly (code 3)
[12:56:17] Process PID 67558 died unexpectedly (code 3)
[12:56:22] Process PID 67558 died unexpectedly (code 3)
[12:56:27] Process PID 67558 died unexpectedly (code 3)
[12:56:32] Process PID 67558 died unexpectedly (code 3)
[12:56:37] Process PID 67558 died unexpectedly (code 3)
[12:56:42] Process PID 67558 died unexpectedly (code 3)
[12:56:47] Process PID 67558 died unexpectedly (code 3)
[12:56:52] Process PID 67558 died unexpectedly (code 3)
[12:56:57] Process PID 67558 died unexpectedly (code 3)
[12:57:02] Process PID 67558 died unexpectedly (code 3)
[12:57:07] Process PID 67558 died unexpectedly (code 3)
[12:57:12] Process PID 67558 died unexpectedly (code 3)
[12:57:17] Process PID 67558 died unexpectedly (code 3)
[12:57:22] Process PID 67558 died unexpectedly (code 3)
[12:57:27] Process PID 67558 died unexpectedly (code 3)
[12:57:32] Process PID 67558 died unexpectedly (code 3)
[12:57:37] Process PID 67558 died unexpectedly (code 3)
[12:57:42] Process PID 67558 died unexpectedly (code 3)
[12:57:47] Process PID 67558 died unexpectedly (code 3)
[12:57:52] Process PID 67558 died unexpectedly (code 3)
[12:57:57] Process PID 67558 died unexpectedly (code 3)
[12:58:02] Process PID 67558 died unexpectedly (code 3)
[12:58:07] Process PID 67558 died unexpectedly (code 3)
[12:58:12] Process PID 67558 died unexpectedly (code 3)
[12:58:17] Process PID 67558 died unexpectedly (code 3)
[12:58:22] Process PID 67558 died unexpectedly (code 3)
[12:58:27] Process PID 67558 died unexpectedly (code 3)
[12:58:32] Process PID 67558 died unexpectedly (code 3)
[12:58:37] Process PID 67558 died unexpectedly (code 3)
[12:58:42] Process PID 67558 died unexpectedly (code 3)
[12:58:47] Process PID 67558 died unexpectedly (code 3)
[12:58:52] Process PID 67558 died unexpectedly (code 3)
[12:58:57] Process PID 67558 died unexpectedly (code 3)
[12:59:02] Process PID 67558 died unexpectedly (code 3)
[12:59:07] Process PID 67558 died unexpectedly (code 3)
[12:59:12] Process PID 67558 died unexpectedly (code 3)
[12:59:17] Process PID 67558 died unexpectedly (code 3)
[12:59:22] Process PID 67558 died unexpectedly (code 3)
[12:59:27] Process PID 67558 died unexpectedly (code 3)
[12:59:32] Process PID 67558 died unexpectedly (code 3)
[12:59:37] Process PID 67558 died unexpectedly (code 3)
[12:59:42] Process PID 67558 died unexpectedly (code 3)
[12:59:47] Process PID 67558 died unexpectedly (code 3)
[12:59:52] Process PID 67558 died unexpectedly (code 3)
[12:59:57] Process PID 67558 died unexpectedly (code 3)
[13:00:02] Process PID 67558 died unexpectedly (code 3)
[13:00:07] Process PID 67558 died unexpectedly (code 3)
[13:00:12] Process PID 67558 died unexpectedly (code 3)
[13:00:17] Process PID 67558 died unexpectedly (code 3)
[13:00:22] Process PID 67558 died unexpectedly (code 3)
[13:00:27] Process PID 67558 died unexpectedly (code 3)
[13:00:32] Process PID 67558 died unexpectedly (code 3)
[13:00:37] Process PID 67558 died unexpectedly (code 3)
[13:00:42] Process PID 67558 died unexpectedly (code 3)
[13:00:47] Process PID 67558 died unexpectedly (code 3)
[13:00:52] Process PID 67558 died unexpectedly (code 3)
[13:00:57] Process PID 67558 died unexpectedly (code 3)
[13:01:02] Process PID 67558 died unexpectedly (code 3)
[13:01:07] Process PID 67558 died unexpectedly (code 3)
[13:01:12] Process PID 67558 died unexpectedly (code 3)
[13:01:17] Process PID 67558 died unexpectedly (code 3)
[13:01:22] Process PID 67558 died unexpectedly (code 3)
[13:01:27] Process PID 67558 died unexpectedly (code 3)
[13:01:32] Process PID 67558 died unexpectedly (code 3)
[13:01:37] Process PID 67558 died unexpectedly (code 3)
[13:01:42] Process PID 67558 died unexpectedly (code 3)
[13:01:47] Process PID 67558 died unexpectedly (code 3)
[13:01:52] Process PID 67558 died unexpectedly (code 3)
[13:01:57] Process PID 67558 died unexpectedly (code 3)
[13:02:02] Process PID 67558 died unexpectedly (code 3)
[13:02:07] Process PID 67558 died unexpectedly (code 3)
[13:02:12] Process PID 67558 died unexpectedly (code 3)
[13:02:17] Process PID 67558 died unexpectedly (code 3)
[13:02:22] Process PID 67558 died unexpectedly (code 3)
[13:02:27] Process PID 67558 died unexpectedly (code 3)
[13:02:32] Process PID 67558 died unexpectedly (code 3)
[13:02:37] Process PID 67558 died unexpectedly (code 3)
[13:02:42] Process PID 67558 died unexpectedly (code 3)
[13:02:47] Process PID 67558 died unexpectedly (code 3)
[13:02:52] Process PID 67558 died unexpectedly (code 3)
[13:02:57] Process PID 67558 died unexpectedly (code 3)
[13:03:02] Process PID 67558 died unexpectedly (code 3)
[13:03:07] Process PID 67558 died unexpectedly (code 3)
[13:03:12] Process PID 67558 died unexpectedly (code 3)
[13:03:17] Process PID 67558 died unexpectedly (code 3)
[13:03:22] Process PID 67558 died unexpectedly (code 3)
