[20:26:34] PHOENIX launcher started — v0.1.0
[20:26:34] Python OK: 3.11.9 (main, Apr 19 2026, 02:58:43) [Clang 21.0.0 (clang-2100.0.123.102)]
[20:26:34] OS: Darwin 25.5.0 arm64
[20:26:34] Node.js: v26.5.0
[20:26:35] pip install: SUCCESS
[20:26:37] npm install: SUCCESS
[20:26:37] Backend: PID 59877 → /Users/umeshgupta/PhishScope AI/PhishScope AI2.0/logs/backend_2026-08-05_20-26.log
[10:34:14] Process PID 59877 died unexpectedly (code 3)
[10:34:19] Process PID 59877 died unexpectedly (code 3)
[10:34:24] Process PID 59877 died unexpectedly (code 3)
[10:34:29] Process PID 59877 died unexpectedly (code 3)
[10:34:34] Process PID 59877 died unexpectedly (code 3)
[10:34:39] Process PID 59877 died unexpectedly (code 3)
[10:34:44] Process PID 59877 died unexpectedly (code 3)
[10:34:49] Process PID 59877 died unexpectedly (code 3)
[10:34:54] Process PID 59877 died unexpectedly (code 3)
[10:34:59] Process PID 59877 died unexpectedly (code 3)
[10:35:04] Process PID 59877 died unexpectedly (code 3)
[10:35:09] Process PID 59877 died unexpectedly (code 3)
[10:35:14] Process PID 59877 died unexpectedly (code 3)
[10:35:19] Process PID 59877 died unexpectedly (code 3)
[10:35:24] Process PID 59877 died unexpectedly (code 3)
[10:35:29] Process PID 59877 died unexpectedly (code 3)
[10:35:34] Process PID 59877 died unexpectedly (code 3)
[10:35:39] Process PID 59877 died unexpectedly (code 3)
[10:35:44] Process PID 59877 died unexpectedly (code 3)
[10:35:49] Process PID 59877 died unexpectedly (code 3)
[10:35:54] Process PID 59877 died unexpectedly (code 3)
[10:35:59] Process PID 59877 died unexpectedly (code 3)
[10:36:04] Process PID 59877 died unexpectedly (code 3)
[10:36:09] Process PID 59877 died unexpectedly (code 3)
[10:36:14] Process PID 59877 died unexpectedly (code 3)
[10:36:19] Process PID 59877 died unexpectedly (code 3)
[10:36:24] Process PID 59877 died unexpectedly (code 3)
[10:36:29] Process PID 59877 died unexpectedly (code 3)
[10:36:34] Process PID 59877 died unexpectedly (code 3)
[10:36:39] Process PID 59877 died unexpectedly (code 3)
[10:36:44] Process PID 59877 died unexpectedly (code 3)
[10:36:49] Process PID 59877 died unexpectedly (code 3)
[10:36:54] Process PID 59877 died unexpectedly (code 3)
[10:36:59] Process PID 59877 died unexpectedly (code 3)
[10:37:04] Process PID 59877 died unexpectedly (code 3)
[10:37:09] Process PID 59877 died unexpectedly (code 3)
[10:37:14] Process PID 59877 died unexpectedly (code 3)
[10:37:19] Process PID 59877 died unexpectedly (code 3)
[10:37:24] Process PID 59877 died unexpectedly (code 3)
[10:37:29] Process PID 59877 died unexpectedly (code 3)
[10:37:34] Process PID 59877 died unexpectedly (code 3)
[10:37:39] Process PID 59877 died unexpectedly (code 3)
[10:37:44] Process PID 59877 died unexpectedly (code 3)
[10:37:49] Process PID 59877 died unexpectedly (code 3)
[10:37:54] Process PID 59877 died unexpectedly (code 3)
[10:37:59] Process PID 59877 died unexpectedly (code 3)
[10:38:04] Process PID 59877 died unexpectedly (code 3)
[10:38:09] Process PID 59877 died unexpectedly (code 3)
[10:38:14] Process PID 59877 died unexpectedly (code 3)
[10:38:19] Process PID 59877 died unexpectedly (code 3)
[10:38:24] Process PID 59877 died unexpectedly (code 3)
[10:38:29] Process PID 59877 died unexpectedly (code 3)
[10:38:34] Process PID 59877 died unexpectedly (code 3)
[10:38:39] Process PID 59877 died unexpectedly (code 3)
[10:38:44] Process PID 59877 died unexpectedly (code 3)
[10:38:49] Process PID 59877 died unexpectedly (code 3)
[10:38:54] Process PID 59877 died unexpectedly (code 3)
[10:38:59] Process PID 59877 died unexpectedly (code 3)
[10:39:04] Process PID 59877 died unexpectedly (code 3)
[10:39:09] Process PID 59877 died unexpectedly (code 3)
[10:39:14] Process PID 59877 died unexpectedly (code 3)
[10:39:19] Process PID 59877 died unexpectedly (code 3)
[10:39:24] Process PID 59877 died unexpectedly (code 3)
[10:39:29] Process PID 59877 died unexpectedly (code 3)
[10:39:34] Process PID 59877 died unexpectedly (code 3)
[10:39:39] Process PID 59877 died unexpectedly (code 3)
[10:39:44] Process PID 59877 died unexpectedly (code 3)
[10:39:49] Process PID 59877 died unexpectedly (code 3)
[10:39:54] Process PID 59877 died unexpectedly (code 3)
[10:39:59] Process PID 59877 died unexpectedly (code 3)
[10:40:04] Process PID 59877 died unexpectedly (code 3)
[10:40:09] Process PID 59877 died unexpectedly (code 3)
[10:40:14] Process PID 59877 died unexpectedly (code 3)
[10:40:19] Process PID 59877 died unexpectedly (code 3)
[10:40:24] Process PID 59877 died unexpectedly (code 3)
[10:40:29] Process PID 59877 died unexpectedly (code 3)
[10:40:34] Process PID 59877 died unexpectedly (code 3)
[10:40:39] Process PID 59877 died unexpectedly (code 3)
[10:40:44] Process PID 59877 died unexpectedly (code 3)
[10:40:49] Process PID 59877 died unexpectedly (code 3)
[10:40:54] Process PID 59877 died unexpectedly (code 3)
[10:40:59] Process PID 59877 died unexpectedly (code 3)
[10:41:04] Process PID 59877 died unexpectedly (code 3)
[10:41:09] Process PID 59877 died unexpectedly (code 3)
[10:41:14] Process PID 59877 died unexpectedly (code 3)
[10:41:19] Process PID 59877 died unexpectedly (code 3)
[10:41:24] Process PID 59877 died unexpectedly (code 3)
[10:41:29] Process PID 59877 died unexpectedly (code 3)
[10:41:34] Process PID 59877 died unexpectedly (code 3)
[10:41:39] Process PID 59877 died unexpectedly (code 3)
[10:41:44] Process PID 59877 died unexpectedly (code 3)
[10:41:49] Process PID 59877 died unexpectedly (code 3)
[10:41:54] Process PID 59877 died unexpectedly (code 3)
[10:41:59] Process PID 59877 died unexpectedly (code 3)
[10:42:04] Process PID 59877 died unexpectedly (code 3)
[10:42:09] Process PID 59877 died unexpectedly (code 3)
[10:42:14] Process PID 59877 died unexpectedly (code 3)
[10:42:19] Process PID 59877 died unexpectedly (code 3)
[10:42:24] Process PID 59877 died unexpectedly (code 3)
[10:42:29] Process PID 59877 died unexpectedly (code 3)
[10:42:34] Process PID 59877 died unexpectedly (code 3)
[10:42:39] Process PID 59877 died unexpectedly (code 3)
[10:42:44] Process PID 59877 died unexpectedly (code 3)
[10:42:49] Process PID 59877 died unexpectedly (code 3)
[10:42:54] Process PID 59877 died unexpectedly (code 3)
[10:42:59] Process PID 59877 died unexpectedly (code 3)
[10:43:04] Process PID 59877 died unexpectedly (code 3)
[10:43:09] Process PID 59877 died unexpectedly (code 3)
[10:43:14] Process PID 59877 died unexpectedly (code 3)
[10:43:19] Process PID 59877 died unexpectedly (code 3)
[10:43:24] Process PID 59877 died unexpectedly (code 3)
[10:43:29] Process PID 59877 died unexpectedly (code 3)
[10:43:34] Process PID 59877 died unexpectedly (code 3)
[10:43:39] Process PID 59877 died unexpectedly (code 3)
[10:43:44] Process PID 59877 died unexpectedly (code 3)
[10:43:49] Process PID 59877 died unexpectedly (code 3)
[10:43:54] Process PID 59877 died unexpectedly (code 3)
[10:43:59] Process PID 59877 died unexpectedly (code 3)
[10:44:04] Process PID 59877 died unexpectedly (code 3)
[10:44:09] Process PID 59877 died unexpectedly (code 3)
[10:44:14] Process PID 59877 died unexpectedly (code 3)
[10:44:19] Process PID 59877 died unexpectedly (code 3)
[10:44:24] Process PID 59877 died unexpectedly (code 3)
[10:44:29] Process PID 59877 died unexpectedly (code 3)
[10:44:34] Process PID 59877 died unexpectedly (code 3)
[10:44:39] Process PID 59877 died unexpectedly (code 3)
[10:44:44] Process PID 59877 died unexpectedly (code 3)
[10:44:49] Process PID 59877 died unexpectedly (code 3)
[10:44:54] Process PID 59877 died unexpectedly (code 3)
[10:44:59] Process PID 59877 died unexpectedly (code 3)
[10:45:04] Process PID 59877 died unexpectedly (code 3)
[10:45:09] Process PID 59877 died unexpectedly (code 3)
[10:45:14] Process PID 59877 died unexpectedly (code 3)
[10:45:19] Process PID 59877 died unexpectedly (code 3)
[10:45:24] Process PID 59877 died unexpectedly (code 3)
[10:45:29] Process PID 59877 died unexpectedly (code 3)
[10:45:34] Process PID 59877 died unexpectedly (code 3)
[10:45:39] Process PID 59877 died unexpectedly (code 3)
[10:45:44] Process PID 59877 died unexpectedly (code 3)
[10:45:49] Process PID 59877 died unexpectedly (code 3)
[10:45:54] Process PID 59877 died unexpectedly (code 3)
[10:45:59] Process PID 59877 died unexpectedly (code 3)
[10:46:04] Process PID 59877 died unexpectedly (code 3)
[10:46:09] Process PID 59877 died unexpectedly (code 3)
[10:46:14] Process PID 59877 died unexpectedly (code 3)
[10:46:19] Process PID 59877 died unexpectedly (code 3)
[10:46:24] Process PID 59877 died unexpectedly (code 3)
[10:46:29] Process PID 59877 died unexpectedly (code 3)
[10:46:34] Process PID 59877 died unexpectedly (code 3)
[10:46:39] Process PID 59877 died unexpectedly (code 3)
[10:46:44] Process PID 59877 died unexpectedly (code 3)
[10:46:49] Process PID 59877 died unexpectedly (code 3)
[10:46:54] Process PID 59877 died unexpectedly (code 3)
[10:46:59] Process PID 59877 died unexpectedly (code 3)
[10:47:04] Process PID 59877 died unexpectedly (code 3)
[10:47:09] Process PID 59877 died unexpectedly (code 3)
[10:47:14] Process PID 59877 died unexpectedly (code 3)
[10:47:19] Process PID 59877 died unexpectedly (code 3)
[10:47:24] Process PID 59877 died unexpectedly (code 3)
[10:47:29] Process PID 59877 died unexpectedly (code 3)
[10:47:34] Process PID 59877 died unexpectedly (code 3)
[10:47:39] Process PID 59877 died unexpectedly (code 3)
[10:47:44] Process PID 59877 died unexpectedly (code 3)
[10:47:49] Process PID 59877 died unexpectedly (code 3)
[10:47:54] Process PID 59877 died unexpectedly (code 3)
[10:47:59] Process PID 59877 died unexpectedly (code 3)
[10:48:04] Process PID 59877 died unexpectedly (code 3)
[10:48:09] Process PID 59877 died unexpectedly (code 3)
[10:48:14] Process PID 59877 died unexpectedly (code 3)
[10:48:19] Process PID 59877 died unexpectedly (code 3)
[10:48:25] Process PID 59877 died unexpectedly (code 3)
[10:48:30] Process PID 59877 died unexpectedly (code 3)
[10:48:35] Process PID 59877 died unexpectedly (code 3)
[10:48:40] Process PID 59877 died unexpectedly (code 3)
[10:48:45] Process PID 59877 died unexpectedly (code 3)
[10:48:50] Process PID 59877 died unexpectedly (code 3)
[10:48:55] Process PID 59877 died unexpectedly (code 3)
[10:49:00] Process PID 59877 died unexpectedly (code 3)
[10:49:05] Process PID 59877 died unexpectedly (code 3)
[10:49:10] Process PID 59877 died unexpectedly (code 3)
[10:49:15] Process PID 59877 died unexpectedly (code 3)
[10:49:20] Process PID 59877 died unexpectedly (code 3)
[10:49:25] Process PID 59877 died unexpectedly (code 3)
[10:49:30] Process PID 59877 died unexpectedly (code 3)
[10:49:35] Process PID 59877 died unexpectedly (code 3)
[10:49:40] Process PID 59877 died unexpectedly (code 3)
[10:49:45] Process PID 59877 died unexpectedly (code 3)
[10:49:50] Process PID 59877 died unexpectedly (code 3)
[10:49:55] Process PID 59877 died unexpectedly (code 3)
[10:50:00] Process PID 59877 died unexpectedly (code 3)
[10:50:05] Process PID 59877 died unexpectedly (code 3)
[10:50:10] Process PID 59877 died unexpectedly (code 3)
[10:50:15] Process PID 59877 died unexpectedly (code 3)
[10:50:20] Process PID 59877 died unexpectedly (code 3)
[10:50:25] Process PID 59877 died unexpectedly (code 3)
[10:50:30] Process PID 59877 died unexpectedly (code 3)
[10:50:35] Process PID 59877 died unexpectedly (code 3)
[10:50:40] Process PID 59877 died unexpectedly (code 3)
[10:50:45] Process PID 59877 died unexpectedly (code 3)
[10:50:50] Process PID 59877 died unexpectedly (code 3)
[10:50:55] Process PID 59877 died unexpectedly (code 3)
[10:51:00] Process PID 59877 died unexpectedly (code 3)
[10:51:05] Process PID 59877 died unexpectedly (code 3)
[10:51:10] Process PID 59877 died unexpectedly (code 3)
[10:51:15] Process PID 59877 died unexpectedly (code 3)
[10:51:20] Process PID 59877 died unexpectedly (code 3)
[10:51:25] Process PID 59877 died unexpectedly (code 3)
[10:51:30] Process PID 59877 died unexpectedly (code 3)
[10:51:35] Process PID 59877 died unexpectedly (code 3)
